SSN Prefix,Years Issued
368-13-####,1989-1992
368-14-####,1936-1950
368-15-####,1989-1992
368-16-####,1936-1950
368-17-####,1994-unknown
368-18-####,1936-1950
368-19-####,1995-unknown
368-20-####,1936-1950
368-21-####,1997-1998
368-22-####,1936-1950
368-23-####,1998-unknown
368-24-####,1936-1950
368-25-####,2000-unknown
368-26-####,1936-1950
368-27-####,2001-2003
368-28-####,1936-1950
368-29-####,2003-2004
368-30-####,1936-1950
368-31-####,2004-2006
368-32-####,1936-1950
368-33-####,2006-2007
368-34-####,1951-1952
368-35-####,2007-2009
368-36-####,1953-1954
368-37-####,2009-2011
368-38-####,1955-unknown
368-39-####,2011-unknown
368-40-####,1956-1957
368-42-####,1958-1959
368-44-####,1960-1961
368-46-####,1962-unknown
368-48-####,1963-unknown
368-50-####,1964-unknown
368-52-####,1965-unknown
368-54-####,1966-unknown
368-56-####,1967-unknown
368-58-####,1968-unknown
368-60-####,1969-unknown
368-62-####,1970-unknown
368-64-####,1971-unknown
368-66-####,1972-unknown
368-68-####,1973-unknown
368-70-####,1973-unknown
368-72-####,1974-unknown
368-74-####,1974-unknown
368-76-####,1975-unknown
368-78-####,1976-unknown
368-80-####,1976-unknown
368-82-####,1977-unknown
368-84-####,1978-unknown
368-86-####,1979-unknown
368-88-####,1980-1981
368-90-####,1982-unknown
368-92-####,1983-unknown
368-94-####,1984-unknown
368-96-####,1985-unknown
368-98-####,1986-unknown
369-01-####,1936-1950
369-02-####,1987-unknown
369-03-####,1936-1950
369-04-####,1988-unknown
369-05-####,1936-1950
369-06-####,1988-unknown
369-07-####,1936-1950
369-08-####,1989-1992
369-09-####,1936-1950
369-10-####,1936-1950
369-11-####,1989-1992
369-12-####,1936-1950
369-13-####,1989-1992
369-14-####,1936-1950
369-15-####,1993-unknown
369-16-####,1936-1950
369-17-####,1994-unknown
369-18-####,1936-1950
369-19-####,1995-unknown
369-20-####,1936-1950
369-21-####,1997-1998
369-22-####,1936-1950
369-23-####,1998-unknown
369-24-####,1936-1950
369-25-####,2000-unknown
369-26-####,1936-1950
369-27-####,2001-2003
369-28-####,1936-1950
369-29-####,2003-2004
369-30-####,1936-1950
369-31-####,2004-2006
369-32-####,1936-1950
369-33-####,2006-2007
369-34-####,1951-1952
369-35-####,2007-2009
369-36-####,1953-1954
369-37-####,2009-2011
369-38-####,1955-unknown
369-39-####,2011-unknown
369-40-####,1956-1957
369-42-####,1958-1959
369-44-####,1960-1961
369-46-####,1962-unknown
369-48-####,1963-unknown
369-50-####,1964-unknown
369-52-####,1965-unknown
369-54-####,1966-unknown
369-56-####,1967-unknown
369-58-####,1968-unknown
369-60-####,1969-unknown
369-62-####,1970-unknown
369-64-####,1971-unknown
369-66-####,1972-unknown
369-68-####,1973-unknown
369-70-####,1973-unknown
369-72-####,1974-unknown
369-74-####,1974-unknown
369-76-####,1975-unknown
369-78-####,1976-unknown
369-80-####,1976-unknown
369-82-####,1977-unknown
369-84-####,1978-unknown
369-86-####,1979-1980
369-88-####,1981-unknown
369-90-####,1982-unknown
369-92-####,1983-unknown
369-94-####,1984-unknown
369-96-####,1985-unknown
369-98-####,1986-unknown
370-01-####,1936-1950
370-02-####,1987-unknown
370-03-####,1936-1950
370-04-####,1988-unknown
370-05-####,1936-1950
370-06-####,1988-unknown
370-07-####,1936-1950
370-08-####,1989-1992
