SSN Prefix,Years Issued
145-72-####,1981-unknown
145-74-####,1982-1983
145-76-####,1984-unknown
145-78-####,1985-unknown
145-80-####,1986-unknown
145-82-####,1987-unknown
145-84-####,1988-unknown
145-86-####,1989-1992
145-88-####,1989-1992
145-90-####,1989-1992
145-92-####,1989-1992
145-94-####,1993-unknown
145-96-####,1994-unknown
145-98-####,1995-unknown
146-01-####,1936-1950
146-02-####,1997-unknown
146-03-####,1936-1950
146-04-####,1998-unknown
146-05-####,1936-1950
146-06-####,1999-2000
146-07-####,1936-1950
146-08-####,2001-unknown
146-09-####,1936-1950
146-10-####,1936-1950
146-11-####,2002-unknown
146-12-####,1936-1950
146-13-####,2003-2005
146-14-####,1936-1950
146-15-####,2005-2006
146-16-####,1936-1950
146-17-####,2006-2007
146-18-####,1936-1950
146-19-####,2007-2009
146-20-####,1936-1950
146-21-####,2009-2010
146-22-####,1936-1950
146-23-####,2010-2011
146-24-####,1936-1950
146-26-####,1951-1952
146-28-####,1953-1954
146-30-####,1955-1956
146-32-####,1957-1959
146-34-####,1960-1961
146-36-####,1962-unknown
146-38-####,1963-unknown
146-40-####,1964-1965
146-42-####,1966-unknown
146-44-####,1967-unknown
146-46-####,1968-unknown
146-48-####,1969-unknown
146-50-####,1970-unknown
146-52-####,1971-unknown
146-54-####,1972-unknown
146-56-####,1972-unknown
146-58-####,1973-1974
146-60-####,1975-unknown
146-62-####,1976-unknown
146-64-####,1976-unknown
146-66-####,1977-1978
146-68-####,1979-unknown
146-70-####,1980-unknown
146-72-####,1981-1982
146-74-####,1983-unknown
146-76-####,1984-unknown
146-78-####,1985-unknown
146-80-####,1986-unknown
146-82-####,1987-unknown
146-84-####,1988-unknown
146-86-####,1989-1992
146-88-####,1989-1992
146-90-####,1989-1992
146-92-####,1989-1992
146-94-####,1993-unknown
146-96-####,1994-unknown
146-98-####,1996-unknown
147-01-####,1936-1950
147-02-####,1997-1998
147-03-####,1936-1950
147-04-####,1998-unknown
147-05-####,1936-1950
147-06-####,2000-unknown
147-07-####,1936-1950
147-08-####,2001-unknown
147-09-####,1936-1950
147-10-####,1936-1950
147-11-####,2002-2003
147-12-####,1936-1950
147-13-####,2003-2005
147-14-####,1936-1950
147-15-####,2005-2006
147-16-####,1936-1950
147-17-####,2006-2007
147-18-####,1936-1950
147-19-####,2007-2009
147-20-####,1936-1950
147-21-####,2009-2010
147-22-####,1936-1950
147-23-####,2010-2011
147-24-####,1936-1950
147-26-####,1951-1952
147-28-####,1953-1954
147-30-####,1955-1956
147-32-####,1957-1959
147-34-####,1960-1961
147-36-####,1962-unknown
147-38-####,1963-unknown
147-40-####,1964-1965
147-42-####,1966-unknown
147-44-####,1967-unknown
147-46-####,1968-unknown
147-48-####,1969-1970
147-50-####,1971-unknown
147-52-####,1971-unknown
147-54-####,1972-unknown
147-56-####,1972-unknown
147-58-####,1973-1974
147-60-####,1975-unknown
147-62-####,1976-unknown
