SSN Prefix,Years Issued
415-08-####,1973-unknown
415-09-####,1936-1950
415-10-####,1936-1950
415-11-####,1973-unknown
415-12-####,1936-1950
415-13-####,1973-unknown
415-14-####,1936-1950
415-15-####,1974-unknown
415-16-####,1936-1950
415-17-####,1974-unknown
415-18-####,1936-1950
415-19-####,1975-unknown
415-20-####,1936-1950
415-21-####,1975-unknown
415-22-####,1936-1950
415-23-####,1976-unknown
415-24-####,1936-1950
415-25-####,1976-unknown
415-26-####,1936-1950
415-27-####,1977-unknown
415-28-####,1936-1950
415-29-####,1978-unknown
415-30-####,1936-1950
415-31-####,1979-unknown
415-32-####,1936-1950
415-33-####,1980-unknown
415-34-####,1936-1950
415-35-####,1981-unknown
415-36-####,1936-1950
415-37-####,1982-unknown
415-38-####,1936-1950
415-39-####,1983-unknown
415-40-####,1936-1950
415-41-####,1983-unknown
415-42-####,1936-1950
415-43-####,1984-unknown
415-44-####,1936-1950
415-45-####,1985-unknown
415-46-####,1936-1950
415-47-####,1985-unknown
415-48-####,1936-1950
415-49-####,1986-unknown
415-50-####,1936-1950
415-51-####,1987-unknown
415-52-####,1951-unknown
415-53-####,1987-unknown
415-54-####,1952-unknown
415-55-####,1987-unknown
415-56-####,1953-unknown
415-57-####,1988-unknown
415-58-####,1954-unknown
415-59-####,1988-unknown
415-60-####,1955-unknown
415-61-####,1989-1992
415-62-####,1956-unknown
415-63-####,1989-1992
415-64-####,1957-unknown
415-65-####,1989-1992
415-66-####,1958-unknown
415-67-####,1989-1992
415-68-####,1959-1960
415-69-####,1989-1992
415-70-####,1961-unknown
415-71-####,1989-1992
415-72-####,1962-unknown
415-73-####,1993-unknown
415-74-####,1963-unknown
415-75-####,1994-unknown
415-76-####,1963-unknown
415-77-####,1995-unknown
415-78-####,1964-unknown
415-79-####,1996-unknown
415-80-####,1965-unknown
415-81-####,1997-1998
415-82-####,1965-unknown
415-83-####,1998-unknown
415-84-####,1966-unknown
415-85-####,1999-unknown
415-86-####,1966-unknown
415-87-####,2000-unknown
415-88-####,1967-unknown
415-89-####,2001-unknown
415-90-####,1968-unknown
415-91-####,2001-2002
415-92-####,1969-unknown
415-93-####,2002-unknown
415-94-####,1969-unknown
415-95-####,2003-2004
415-96-####,1970-unknown
415-97-####,2004-2005
415-98-####,1971-unknown
415-99-####,2005-unknown
756-01-####,2005-2006
756-03-####,2006-2007
756-05-####,2007-2008
757-01-####,2005-2006
757-03-####,2006-2007
757-05-####,2007-2008
757-07-####,2008-2009
757-09-####,2009-unknown
757-10-####,2009-2010
757-12-####,2010-2011
758-01-####,2005-2006
758-03-####,2006-2007
758-05-####,2007-2008
758-07-####,2008-2009
758-09-####,2009-unknown
758-10-####,2009-2010
758-12-####,2010-2011
759-01-####,2005-2006
759-03-####,2006-2007
759-05-####,2007-2008
759-07-####,2008-2009
759-09-####,2009-2010
759-10-####,2010-unknown
759-12-####,2010-2011
760-01-####,2006-unknown
760-03-####,2006-2007
760-05-####,2007-2008
760-07-####,2008-2009
760-09-####,2009-2010
760-10-####,2010-2011
760-12-####,2011-unknown
761-01-####,2006-unknown
761-03-####,2006-2007
761-05-####,2007-2008
761-07-####,2008-2009
761-09-####,2009-2010
761-10-####,2010-2011
761-12-####,2011-unknown
762-01-####,2006-2007
762-03-####,2007-unknown
762-05-####,2007-2008
762-07-####,2008-2009
762-09-####,2009-2010
762-10-####,2010-2011
762-12-####,2011-unknown
763-01-####,2006-2007
763-03-####,2007-unknown
763-05-####,2007-2008
763-07-####,2008-2009
763-09-####,2009-2010
763-10-####,2010-2011
763-12-####,2011-unknown
