SSN Prefix,Years Issued
230-19-####,1980-unknown
230-20-####,1936-1950
230-21-####,1980-unknown
230-22-####,1936-1950
230-23-####,1981-unknown
230-24-####,1936-1950
230-25-####,1982-unknown
230-26-####,1936-1950
230-27-####,1983-unknown
230-28-####,1936-1950
230-29-####,1983-unknown
230-30-####,1936-1950
230-31-####,1984-unknown
230-32-####,1936-1950
230-33-####,1985-unknown
230-34-####,1936-1950
230-35-####,1985-unknown
230-36-####,1936-1950
230-37-####,1986-unknown
230-38-####,1936-1950
230-39-####,1987-unknown
230-40-####,1936-1950
230-41-####,1987-unknown
230-42-####,1951-1952
230-43-####,1987-unknown
230-44-####,1953-unknown
230-45-####,1988-unknown
230-46-####,1954-unknown
230-47-####,1988-unknown
230-48-####,1955-unknown
230-49-####,1988-unknown
230-50-####,1956-unknown
230-51-####,1989-1992
230-52-####,1957-1958
230-53-####,1989-1992
230-54-####,1959-unknown
230-55-####,1989-1992
230-56-####,1960-unknown
230-57-####,1989-1992
230-58-####,1961-unknown
230-59-####,1989-1992
230-60-####,1962-unknown
230-61-####,1989-1992
230-62-####,1963-unknown
230-63-####,1989-1992
230-64-####,1963-unknown
230-65-####,1989-1992
230-66-####,1964-unknown
230-67-####,1993-unknown
230-68-####,1965-unknown
230-69-####,1994-unknown
230-70-####,1965-unknown
230-71-####,1994-unknown
230-72-####,1966-unknown
230-73-####,1995-unknown
230-74-####,1967-unknown
230-75-####,1996-unknown
230-76-####,1967-unknown
230-77-####,1997-unknown
230-78-####,1968-unknown
230-79-####,1997-1998
230-80-####,1969-unknown
230-81-####,1998-unknown
230-82-####,1970-unknown
230-83-####,1999-unknown
230-84-####,1970-unknown
230-85-####,2000-unknown
230-86-####,1971-unknown
230-87-####,2000-unknown
230-88-####,1972-unknown
230-89-####,2001-unknown
230-90-####,1972-unknown
230-91-####,2001-2002
230-92-####,1973-unknown
230-93-####,2002-unknown
230-94-####,1973-unknown
230-95-####,2003-unknown
230-96-####,1974-unknown
230-97-####,2003-2004
230-98-####,1974-unknown
230-99-####,2004-unknown
231-01-####,1936-1950
231-02-####,1973-unknown
231-03-####,1936-1950
231-04-####,1975-unknown
231-05-####,1936-1950
231-06-####,1976-unknown
231-07-####,1936-1950
231-08-####,1976-unknown
231-09-####,1936-1950
231-10-####,1936-1950
231-11-####,1977-unknown
231-12-####,1936-1950
231-13-####,1977-unknown
231-14-####,1936-1950
231-15-####,1978-unknown
231-16-####,1936-1950
231-17-####,1979-unknown
231-18-####,1936-1950
231-19-####,1980-unknown
231-20-####,1936-1950
231-21-####,1980-unknown
231-22-####,1936-1950
231-23-####,1981-unknown
231-24-####,1936-1950
231-25-####,1982-unknown
231-26-####,1936-1950
231-27-####,1983-unknown
231-28-####,1936-1950
231-29-####,1983-unknown
231-30-####,1936-1950
231-31-####,1984-unknown
231-32-####,1936-1950
231-33-####,1985-unknown
231-34-####,1936-1950
231-35-####,1985-unknown
231-36-####,1936-1950
231-37-####,1986-unknown
231-38-####,1936-1950
231-39-####,1987-unknown
231-40-####,1951-unknown
231-41-####,1987-unknown
231-42-####,1952-unknown
231-43-####,1987-unknown
231-44-####,1953-unknown
231-45-####,1988-unknown
231-46-####,1954-unknown
231-47-####,1988-unknown
231-48-####,1955-unknown
231-49-####,1988-unknown
231-50-####,1956-unknown
231-51-####,1989-1992
231-52-####,1958-unknown
231-53-####,1989-1992
231-54-####,1959-unknown
231-55-####,1989-1992
231-56-####,1960-unknown
231-57-####,1989-1992
231-58-####,1961-unknown
231-59-####,1989-1992
231-60-####,1962-unknown
231-61-####,1989-1992
231-62-####,1963-unknown
231-63-####,1989-1992
231-64-####,1963-unknown
231-65-####,1989-1992
231-66-####,1964-unknown
231-67-####,1993-unknown
231-68-####,1965-unknown
231-69-####,1994-unknown
231-70-####,1965-unknown
231-71-####,1995-unknown
231-72-####,1966-unknown
231-73-####,1995-unknown
231-74-####,1967-unknown
231-75-####,1996-unknown
231-76-####,1968-unknown
231-77-####,1997-unknown
231-78-####,1968-unknown
231-79-####,1998-unknown
231-80-####,1969-unknown
231-81-####,1998-unknown
231-82-####,1970-unknown
231-83-####,1999-unknown
231-84-####,1970-unknown
231-85-####,2000-unknown
231-86-####,1971-unknown
231-87-####,2000-unknown
231-88-####,1972-unknown
231-89-####,2001-unknown
231-90-####,1973-unknown
231-91-####,2001-2002
231-92-####,1973-unknown
231-93-####,2002-unknown
231-94-####,1973-unknown
231-95-####,2003-2004
231-96-####,1973-unknown
231-97-####,2004-unknown
231-98-####,1973-unknown
231-99-####,2004-unknown
691-01-####,2004-2005
691-03-####,2005-2006
691-05-####,2006-2007
691-07-####,2007-unknown
691-09-####,2007-2008
691-10-####,2008-2009
691-12-####,2009-unknown
691-14-####,2009-2010
691-16-####,2010-2011
691-18-####,2011-unknown
692-01-####,2004-2005
692-03-####,2005-2006
692-05-####,2006-2007
692-07-####,2007-unknown
692-09-####,2007-2008
692-10-####,2008-2009
692-12-####,2009-unknown
692-14-####,2009-2010
692-16-####,2010-2011
692-18-####,2011-unknown
693-01-####,2005-unknown
693-03-####,2005-2006
693-05-####,2006-2007
693-07-####,2007-unknown
693-09-####,2007-2008
693-10-####,2008-2009
693-12-####,2009-2010
693-14-####,2010-unknown
693-16-####,2010-2011
694-01-####,2005-unknown
694-03-####,2005-2006
694-05-####,2006-2007
694-07-####,2007-unknown
694-09-####,2007-2008
694-10-####,2008-2009
694-12-####,2009-2010
694-14-####,2010-unknown
694-16-####,2010-2011
695-01-####,2005-unknown
695-03-####,2005-2006
695-05-####,2006-2007
695-07-####,2007-2008
695-09-####,2008-unknown
695-10-####,2008-2009
695-12-####,2009-2010
695-14-####,2010-unknown
695-16-####,2010-2011
696-01-####,2005-2006
696-03-####,2006-unknown
696-05-####,2006-2007
696-07-####,2007-2008
696-09-####,2008-unknown
696-10-####,2008-2009
696-12-####,2009-2010
696-14-####,2010-2011
696-16-####,2011-unknown
697-01-####,2005-2006
697-03-####,2006-unknown
697-05-####,2006-2007
697-07-####,2007-2008
697-09-####,2008-unknown
697-10-####,2008-2009
697-12-####,2009-2010
697-14-####,2010-2011
697-16-####,2011-unknown
698-01-####,2005-2006
698-03-####,2006-unknown
698-05-####,2006-2007
698-07-####,2007-2008
699-01-####,2005-2006
699-03-####,2006-unknown
699-05-####,2006-2007
699-07-####,2007-2008
699-09-####,2008-2009
699-10-####,2009-unknown
699-12-####,2009-2010
699-14-####,2010-2011
699-16-####,2011-unknown
